A0_B,A0_G,A0_R,A10_B,A10_G,A10_R,A11_B,A11_G,A11_R,A12_B,A12_G,A12_R,A13_B,A13_G,A13_R,A14_B,A14_G,A14_R,A15_B,A15_G,A15_R,A1_B,A1_G,A1_R,A2_B,A2_G,A2_R,A3_B,A3_G,A3_R,A4_B,A4_G,A4_R,A5_B,A5_G,A5_R,A6_B,A6_G,A6_R,A7_B,A7_G,A7_R,A8_B,A8_G,A8_R,A9_B,A9_G,A9_R
107.36739197530864,146.25091049382715,201.76006944444444,65.18100308641975,94.06476851851852,153.01871913580246,48.68429012345679,81.02212962962963,116.06141203703703,54.87608796296296,89.73056327160494,132.12403549382717,44.80658179012346,64.72462962962963,101.54816358024691,55.84115740740741,85.40810185185185,111.59957561728395,34.53081018518518,55.188734567901236,86.76039351851851,89.71500771604939,126.07395061728396,172.7781635802469,110.26566358024691,152.04654320987655,208.3183487654321,75.22347222222223,102.20695987654321,137.47445216049383,76.49014660493827,118.3210262345679,169.01680555555555,69.69914351851853,85.60087191358025,139.36679783950618,80.22756944444444,116.27203703703704,171.17345679012345,72.98770833333333,104.29743055555555,146.36,51.94784722222222,87.42692901234568,132.48318672839505,50.221929012345676,64.17956018518518,109.03500771604938
107.36698302469136,146.245262345679,201.7596913580247,65.33380401234568,94.05861882716049,153.15542438271606,48.70842592592592,81.02229938271606,116.0866049382716,54.85311728395062,89.72962962962963,132.1240200617284,44.79579475308642,64.71350308641975,101.55064814814814,55.82793981481481,85.40520833333333,111.6009799382716,34.4491049382716,55.192577160493826,86.78591820987654,89.71073302469136,126.0852700617284,172.78087191358026,110.2648225308642,152.0459490740741,208.3195987654321,75.22208333333333,102.20817901234568,137.47733024691357,76.48608024691357,118.31452932098766,169.01359567901235,72.21641975308641,85.40099537037037,142.61085648148148,80.60585648148148,116.25028549382716,171.63276234567903,72.98885030864197,104.3004475308642,146.36118055555556,51.96094907407407,87.42956018518518,132.48452932098766,51.53805555555556,64.0582175925926,110.4207561728395
107.52022376543209,146.41364197530865,201.8927314814815,61.7204475308642,93.26077932098765,147.65658950617285,48.28099537037037,80.67253086419753,115.8595061728395,54.81314814814815,89.72322530864197,131.97350308641975,44.92645061728395,65.32118055555556,101.90402006172839,55.554706790123454,85.09634259259259,111.40001543209877,34.54962962962963,55.33009259259259,86.92924382716049,89.91561728395062,126.3139274691358,173.0601774691358,110.34896604938271,152.1512962962963,208.42023919753086,75.36108796296297,102.35464506172839,137.61592592592592,76.47309413580247,118.27117283950618,168.98777006172838,71.790625,86.89171296296297,141.11708333333334,78.5045138888889,114.78680555555556,168.10400462962963,73.2023225308642,104.55849537037037,146.58073302469137,52.1352237654321,87.51514660493827,132.5717901234568,47.835779320987655,63.82329475308642,106.19039351851852
106.22838734567901,146.7160262345679,201.0574922839506,53.338811728395065,83.717762345679,127.10413580246913,28.486998456790122,45.080679012345676,73.08246913580247,51.647831790123455,80.24374228395062,121.41913580246914,51.259375,74.80939043209877,114.54976851851852,30.11577160493827,43.28851080246913,53.20633487654321,22.726327160493828,35.10591820987654,55.64442901234568,95.88667438271605,132.85783179012347,180.70327932098766,103.84297067901234,141.87878858024692,193.4657175925926,82.59713734567902,109.9258487654321,147.52101851851853,70.28199845679012,106.93682870370371,155.65229166666666,74.98097222222222,89.642862654321,145.46719907407407,69.71969135802469,106.45858796296297,154.2941512345679,69.56254629629629,100.95366512345679,137.39858796296295,53.37358024691358,83.19206018518518,128.2299074074074,59.349567901234565,92.719375,138.1022685185185
108.42222222222222,148.6474537037037,206.05087191358024,44.245679012345676,71.26195216049383,110.16520833333334,35.81199074074074,59.41331790123457,85.38506172839506,45.985725308641975,65.07243827160494,100.32478395061729,45.11667438271605,64.36111111111111,95.65377314814815,55.1995987654321,84.22651234567901,109.92356481481481,46.604498456790125,80.32983796296297,122.57082561728394,106.90967592592592,138.06866512345678,196.16406635802468,97.7842438271605,137.73018518518518,187.57460648148148,68.82182098765432,94.4925462962963,129.93342592592592,75.45997685185185,113.05409722222223,164.23305555555555,78.64182870370371,118.23911265432099,171.85976080246914,53.46914351851852,78.71418981481482,118.29680555555555,23.714197530864197,35.79978395061728,60.85650462962963,43.56509259259259,68.00872685185185,109.9095524691358,57.937091049382715,92.87786265432099,127.96408179012346
111.45300925925926,150.36489969135803,207.3826774691358,59.61063271604938,101.08020061728395,150.57623456790122,42.69894290123457,73.30081790123457,109.82462191358024,46.7308950617284,74.03561728395061,111.95338734567902,42.077283950617286,61.43554012345679,94.67274691358024,55.14699845679012,85.5393287037037,112.42264660493827,48.16199845679012,79.41456790123456,121.1544675925926,115.50942901234568,155.63841820987653,215.275987654321,57.12128858024691,80.82036265432099,120.72793209876544,65.51689043209876,90.3945138888889,124.54435185185186,63.32903549382716,93.29305555555555,138.98672067901234,73.08976080246913,110.61040895061728,153.35903549382715,54.787330246913584,83.88059413580247,123.60310956790123,56.20990740740741,85.8880787037037,116.08148148148148,39.8241049382716,56.32092592592593,85.38003858024692,53.85768518518518,83.34776234567902,126.00612654320987
86.92275462962964,120.43860339506173,167.88484567901236,54.7304475308642,85.1789274691358,134.83997685185184,49.62435956790124,83.72457561728395,121.47331790123457,37.5925,54.17565586419753,83.9048688271605,46.223572530864196,64.5492438271605,96.02022376543209,37.02942901234568,51.838047839506174,62.34910493827161,53.96331790123457,86.04745370370371,123.21933641975309,99.31577932098766,137.88993827160493,190.81074074074073,78.81581018518519,114.71627314814815,158.19596450617283,69.4807561728395,97.61003858024691,129.93133487654322,39.1483024691358,59.199375,90.33952932098765,69.02942901234567,106.09997685185185,155.31483796296297,72.09163580246914,111.94658179012346,165.76098765432099,45.320956790123454,69.66031635802469,100.53185185185185,44.15138117283951,69.39316358024692,110.7177237654321,45.594035493827164,69.67186728395062,103.05305555555556
97.38149691358025,136.37020833333332,185.52523919753085,54.76025462962963,89.14058641975309,131.49382716049382,46.5602237654321,75.45595679012345,114.49626543209877,40.215131172839506,62.164783950617284,89.77264660493827,57.95382716049383,61.68863425925926,87.29734567901235,50.713503086419756,74.45711419753087,87.38448302469136,59.91631172839506,99.4263888888889,149.1068287037037,92.775625,129.69909722222224,181.7624614197531,83.19960648148148,119.01533950617284,161.7612037037037,68.51570987654321,93.35095679012346,128.53814043209877,47.692507716049384,72.06560185185185,109.17791666666666,89.35074845679013,121.00577932098766,186.49614969135803,62.932554012345676,96.86244598765433,141.2194135802469,42.29679012345679,61.29131944444445,90.5744675925926,42.10206790123457,65.36067901234568,103.60403549382715,72.46206790123456,95.39774691358025,147.66994598765433
105.86290895061728,147.12556327160493,205.18416666666667,66.88677469135803,110.68872685185185,161.9520987654321,56.71797839506173,89.35084104938272,132.78568672839506,48.60382716049383,77.12847222222223,117.3821450617284,49.434837962962966,72.60659722222222,107.5491512345679,54.43384259259259,83.58570216049382,104.85460648148148,56.227283950617284,89.23974537037037,125.7063811728395,99.49494598765432,140.07519290123457,193.65073302469136,83.66125771604938,115.72128086419752,159.88802469135803,80.74661265432098,109.01351080246914,149.5935725308642,65.51355709876543,99.8746450617284,150.32753086419754,76.11925925925927,107.4679475308642,159.93337191358026,74.47225308641976,101.78012345679012,144.341875,76.42310185185185,105.27282407407408,149.43592592592591,51.1283487654321,80.4418287037037,116.03785493827161,52.58038580246914,77.74471450617284,110.85429012345679
92.09408179012345,127.68124228395062,180.2082638888889,65.26531635802469,92.55132716049383,128.9338040123457,66.88176697530864,102.54670524691358,146.42784722222223,39.43239969135802,62.16639660493827,97.01076388888889,36.0937962962963,51.36097222222222,78.7381712962963,32.87291666666667,48.95525462962963,61.368850308641974,55.53425925925926,85.39011574074074,127.55373456790123,96.83854938271605,132.09314043209878,188.40604938271605,90.2896450617284,123.90262345679012,173.8819212962963,84.13971450617284,112.57412808641975,153.8852777777778,59.942191358024694,89.69422067901235,127.57883487654321,64.49021604938271,87.07926697530864,124.0389274691358,84.59783950617285,126.66654320987654,181.62351080246913,76.77899691358024,110.66378086419753,156.75962962962964,50.73476851851852,81.29322530864198,121.40645061728395,67.73631944444445,100.51993827160494,146.84628858024692
